Артикул;Наименование;Остаток;Цена;МРЦ;Бренд;Серия;
PB85179C-A-RUS;Смеситель встраиваемый в стену Bravat Prolate (1-функц) (PB85179C-A-RUS);2;2060;2880;Bravat;New Moon;
F7119177CP-1;Смеситель для кухни Bravat Vega (F7119177CP-1);Нет в наличии;3820;5350;Bravat;Vega;
F7119177CP-3;Смеситель для кухни Bravat Vega (F7119177CP-3);5;4620;6470;Bravat;Vega;
F7120178CP-2;Смеситель для кухни Bravat Alfa (F7120178CP-2);Нет в наличии;3350;4680;Bravat;Alfa;
F7121179CP-2-RUS;Смеситель для кухни Bravat Real (F7121179CP-2-RUS);более 5;7280;10200;Bravat;REAL;
F7234129CP-RUS;Смеситель для кухни/раковины Bravat Common (F7234129CP-RUS);Нет в наличии;5100;7140;Bravat;Common;
F1120178CP;Смеситель для умывальника Bravat Alfa (F1120178CP);5;3480;4880;Bravat;Alfa;
F1124182CP-RUS;Смеситель для умывальника Bravat Loop (F1124182CP-RUS);Нет в наличии;3530;4940;Bravat;Loop;
F14898C-RUS;Смеситель для умывальника Bravat Drop (F14898C-RUS);1;4380;6130;Bravat;Drop;
F3120178CP;Смеситель для биде Bravat Alfa (F3120178CP);Нет в наличии;3480;4880;Bravat;Alfa;
F35299C-1;Смеситель для биде Bravat Line (F35299C-1);Нет в наличии;5100;7140;Bravat;Line;
P69194C-ENG;Смеситель встраиваемый в стену Bravat Gina (3-функц) (P69194C-ENG);Нет в наличии;2120;2960;Bravat;Gina;
PB856101CP-2-ENG;Смеситель встраиваемый в стену Bravat Phillis (2-функц) (PB856101CP-2-ENG);5;2300;3220;Bravat;Phillis;
P69195C-ENG;Смеситель встраиваемый в стену Bravat Phillis (3-функц) (P69195C-ENG);более 5;2390;3350;Bravat;Phillis;
P69193C-2-ENG;Смеситель встраиваемый в стену Bravat Arc (2-функц) (P69193C-2-ENG);более 5;2270;3170;Bravat;Arc;
P69193C-ENG;Смеситель встраиваемый в стену Bravat Arc (3-функц) (P69193C-ENG);2;2270;3170;Bravat;Arc;
P69219CP-2-ENG;Смеситель встраиваемый в стену Bravat Prolate (2-функц) (P69219CP-2-ENG);более 5;2500;3500;Bravat;Prolate;
P69218CP-3-ENG;Смеситель встраиваемый в стену Bravat Prolate (3-функц) (P69218CP-3-ENG);5;2570;3590;Bravat;Prolate;
F9172217CP-01-RUS;Смеситель для душа Bravat Palace (F9172217CP-01-RUS);более 5;6120;8570;Bravat;Palace;
F6172217CP-01-RUS;Смеситель для ванны c коротким изливом Bravat Palace (F6172217CP-01-RUS);5;8560;11990;Bravat;Palace;
F7172217CP-1-RUS;Смеситель для кухни Bravat Palace (F7172217CP-1-RUS);5;4780;6690;Bravat;Palace;
F1172217CP-RUS;Смеситель для умывальника Bravat Palace (F1172217CP-RUS);Нет в наличии;4590;6430;Bravat;Palace;
D9137CP-RUS;Смеситель с гигиеническим душем Bravat Eler (D9137CP-RUS);Нет в наличии;5480;7670;Bravat;Eler;
FB848238CP-3-RUS;Смеситель встраиваемый в стену 3-функц (латунное тело в комплекте) Bravat Eler (FB848238CP-3-RUS);Нет в наличии;4180;5850;Bravat;Eler;
D969CP-B-ENG;Скрытая часть встраиваемого смесителя (3-функц) Bravat Built-in (D969C-A-RUS);Нет в наличии;4560;6390;Bravat;Built-in;
D982CP-B-ENG;Внутреннее тело Bravat Built-in (2-функц) (D982CP-B-ENG);5;5590;7830;Bravat;Built-in;
D999CP-ENG;Скрытая часть встраиваемого смесителя (1-функц) Bravat Built-in (D999CP-RUS);5;3710;5200;Bravat;Built-in;
F5140197CP-1-RUS;Встраиваемый смеситель на 3 отверстия Bravat Cobra (F5140197CP-1-RUS);5;13540;18960;Bravat;Cobra;
F5140197CP-RUS;Встраиваемый смеситель на 3 отверстия Bravat Niagara (F5140197CP-RUS);5;13540;18960;Bravat;Niagara;
F3135188CP-RUS;Смеситель для биде Bravat Fit (F3135188CP-RUS);5;3820;5340;Bravat;Fit;
F9135188CP-01-RUS;Смеситель для душа Bravat Fit (F9135188CP-01-RUS);5;2880;4040;Bravat;Fit;
F9119177CP-01;Смеситель для душа Bravat Vega (F9119177CP-01);5;4460;6250;Bravat;Vega;
F1119177CP;Смеситель для умывальника Bravat Vega (F1119177CP);Нет в наличии;3820;5350;Bravat;Vega;
F9105161C-01;Смеситель для душа Bravat Pure (F9105161C-01);Нет в наличии;4620;6470;Bravat;Pure;
F772106C;Смеситель для кухни Bravat Riffle (F772106C);5;9400;13160;Bravat;RIFFLE;
F172106C;Смеситель для умывальника Bravat Riffle (F172106C);Нет в наличии;6050;8470;Bravat;RIFFLE;
F672106C-LB;Смеситель для ванны c длинным изливом с аксессуарами Bravat Riffle (F672106C-LB);Нет в наличии;10270;14380;Bravat;RIFFLE;
F672106C-B;Смеситель для ванны с коротким изливом с аксессуарами Bravat Riffle (F672106C-B);5;9400;13160;Bravat;RIFFLE;
F779113C-1;Смеситель для кухни Bravat Spring (F779113C-1);5;7008;8760;Bravat;Spring;
F179113C;Смеситель для умывальника Bravat Spring (F179113C);Нет в наличии;4968;6210;Bravat;Spring;
F179113C-A;Смеситель для кухни/раковины Bravat Spring (F179113C-A);5;8280;11600;Bravat;Spring;
F679113C-01;Смеситель для ванны с коротким изливом Bravat Spring (F679113C-01);Нет в наличии;8280;11600;Bravat;Spring;
F73783C-2;Смеситель для кухни Bravat Stream (F73783C-2);более 5;7300;10210;Bravat;Stream;
F73783C-1A;Смеситель для кухни Bravat Stream (F73783C-1A);5;6370;8920;Bravat;Stream;
F13783C-2;Смеситель для умывальника Bravat Stream (F13783C-2);2;4300;6020;Bravat;Stream;
F7351385CP-RUS;Смеситель для кухни Bravat Arden (F7351385CP-RUS);5;4830;6760;Bravat;Arden;
F7362395CP-ENG;Смеситель для кухни с вытяжным изливом Bravat Arden (F7362395CP-ENG);3;6400;8960;Bravat;Arden;
F1173218CP-ENG;Смеситель для умывальника Bravat Source (F1173218CP-ENG);более 10;4540;6360;Bravat;Source ;
F1173218CP-A-ENG;Смеситель для умывальника высокий Bravat Source (F1173218CP-A-ENG);Нет в наличии;6910;9670;Bravat;Source;
F7173218CP-ENG;Смеситель для кухни Bravat Source (F7173218CP-ENG);5;5260;7370;Bravat;Source;
F165104C-A-ENG;Смеситель для умывальника высокий Bravat Gina (F165104C-A-ENG);5;10984;13730;Bravat;Gina;
P69182C-ENG;Встраиваемый смеситель Bravat Gina (P69182C-ENG);более 5;4940;6920;Bravat;Gina;
F256101C-ENG;Смеситель на три отверстия Bravat Phillis (F256101C-ENG);5;18790;26300;Bravat;Phillis;
F656101C-B3-ENG;Отдельностоящий смеситель для ванны Bravat Phillis (F656101C-B3-ENG);Нет в наличии;36510;51120;Bravat;Phillis;
P69183C-ENG;Встраиваемый смеситель Bravat Phillis (P69183C-ENG);более 5;6160;8620;Bravat;Phillis;
F856101C-B-ENG;Встраиваемый смеситель Bravat Phillis (F856101C-B-ENG);Нет в наличии;21430;30000;Bravat;Phillis;
F16061C-A2-ENG;Смеситель для умывальника высокий Bravat Arc (F16061C-A2-ENG);Нет в наличии;14270;19980;Bravat;Arc;
F16061K-2-ENG;Смеситель для умывальника Bravat Arc (F16061K-2-ENG);5;13150;18410;Bravat;Arc;
F16061K-A2-ENG;Смеситель для умывальника высокий Bravat Arc (F16061K-A2-ENG);Нет в наличии;15120;21160;Bravat;Arc;
F66061C-B3-ENG;Отдельностоящий смеситель Bravat Arc (F66061C-B3-ENG);Нет в наличии;32450;45430;Bravat;Arc;
F66061K-B3-ENG;Отдельностоящий смеситель Bravat Arc (F66061K-B3-ENG);Нет в наличии;39180;54860;Bravat;Arc;
D9102N-ENG;Тело для встраиваемого смесителя Bravat Arc (D9102N-ENG);Нет в наличии;5180;7250;Bravat;Arc;
PB86061C-A-ENG;Встраиваемый смеситель 1-функц. Bravat Arc (PB86061C-A-ENG);5;1500;2100;Bravat;Arc;
F66061C-01A-ENG;Смеситель для ванны и душа Bravat Arc (F66061C-01A-ENG);5;16510;23120;Bravat;Arc;
F66061K-01A-ENG;Смеситель для ванны и душа Bravat Arc (F66061K-01A-ENG);5;18810;26330;Bravat;Arc;
F96061C-01-ENG;Смеситель для душа Bravat Arc (F96061C-01-ENG);5;13700;19180;Bravat;Arc;
F96061K-01-ENG;Смеситель для душа Bravat Arc (F96061K-01-ENG);Нет в наличии;14610;20450;Bravat;Arc;
F24287G-ENG;Смеситель на три отверстия Bravat Swan (F24287G-ENG);Нет в наличии;76690;107370;Bravat;Swan ;
F648162C-LB-RUS;Смеситель для ванны с длинным изливом с аксессуарами Bravat Drop-D (F648162C-LB-RUS);Нет в наличии;6260;7830;Bravat;Drop-D;
FB848238CP-RUS;Смеситель встраиваемый в стену 1-функц (латунное тело в комплекте) Bravat Eler (FB848238CP-RUS);более 5;2710;3790;Bravat;Eler;
FB848238CP-2-RUS;Смеситель встраиваемый в стену 2-функц (латунное тело в комплекте) Bravat Eler (FB848238CP-2-RUS);Нет в наличии;3870;5410;Bravat;Eler;
F16061C-2-ENG;Смеситель для умывальника Bravat Arc (F16061C-2-ENG);Нет в наличии;10950;15330;Bravat;Arc;
F775109G-1;Смеситель для кухни Bravat Art (F775109G-1);Нет в наличии;10170;14230;Bravat;ART;
F775109U;Смеситель для кухни Bravat Art (F775109U-1);5;10530;14750;Bravat;ART;
F775109C-1;Смеситель для кухни Bravat Art (F775109C-1);5;8120;11370;Bravat;ART;
F175109G;Смеситель для умывальника Bravat Art (F175109G);1;8850;12390;Bravat;ART;
F175109U;Смеситель для умывальника Bravat Art (F175109U);Нет в наличии;8850;12390;Bravat;ART;
F175109C;Смеситель для умывальника Bravat Art (F175109C);более 5;7170;10040;Bravat;ART;
F375109G;Смеситель для биде Bravat Art (F375109G);Нет в наличии;8850;12390;Bravat;ART;
F375109U;Смеситель для биде Bravat Art (F375109U);5;8850;12390;Bravat;ART;
F375109C;Смеситель для биде Bravat Art (F375109C);2;7170;10040;Bravat;ART;
F675109G-B;Смеситель для ванны с коротким изливом с аксессуарами Bravat Art (F675109G-B);5;13430;18800;Bravat;ART;
F675109U-B1-RUS;Смеситель для ванны с коротким изливом с аксессуарами Bravat Art (F675109U-B1-RUS);более 5;11700;16400;Bravat;ART;
F675109C-B;Смеситель для ванны с коротким изливом с аксессуарами Bravat Art (F675109C-B);более 5;10670;14940;Bravat;ART;
